"pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
6,"Mimatsu",167,"オオシラビソ",23,24.2,24.5,25.4,25.9,27.2,NA,99,5,4,4,4,4,4,-0.19,54.71
6,"Mimatsu",234,"オオシラビソ",10.7,10.9,11,11.5,NA,NA,NA,99,4,4,4,-1,-1,4,0.66,59.57
6,"Mimatsu",235,"オオシラビソ",7,7.3,7.3,7.6,7.7,8.1,NA,99,4,3,3,3,3,3,1.76,61.28
6,"Mimatsu",236,"オオシラビソ",47.4,47.9,48.9,48.6,49,49.5,NA,99,4,5,3,3,4,5,1.97,61.97
6,"Mimatsu",254,"オオシラビソ",25.6,26.2,27,27.4,27.5,28.7,NA,99,4,4,3,4,4,4,4.97,61.93
6,"Mimatsu",253,"オオシラビソ",35.4,35.4,35.5,35.6,35.5,35.1,NA,0,0,0,0,0,0,0,6.22,62.49
6,"Mimatsu",252,"オオシラビソ",18.6,19.4,20.2,20.4,21.1,22.4,NA,99,5,4,2,3,3,4,7.6,62.11
6,"Mimatsu",255,"オオシラビソ",28.7,30.1,30.6,31.1,31.8,33.5,NA,4,4,4,4,4,4,4,4.34,68.01
6,"Mimatsu",333,"オオシラビソ",NA,NA,10.2,10.6,11.2,11.2,NA,NA,NA,4,3,3,3,4,6.37,68.59
6,"Mimatsu",256,"オオシラビソ",35,35.4,37,36.7,36.5,NA,NA,3,3,3,2,1,-1,3,6.46,68.85
6,"Mimatsu",257,"オオシラビソ",9.6,10.3,11.1,11.9,12.5,NA,NA,4,4,3,4,4,-1,3,8.22,69.86
6,"Mimatsu",258,"オオシラビソ",35,35.4,35.8,36.1,37,NA,NA,3,3,4,5,5,-1,4,7.67,70.87
6,"Mimatsu",259,"オオシラビソ",19.6,19.8,19.9,20.2,20.4,20.8,NA,4,4,3,2,2,2,3,12.57,69.24
6,"Mimatsu",260,"オオシラビソ",22.8,23.8,24.6,25.5,26,27.6,NA,4,4,4,4,4,4,4,12.89,68.77
6,"Mimatsu",261,"オオシラビソ",20.2,20.6,21,21.2,22,22.9,NA,4,4,3,3,3,3,3,13.12,69.17
6,"Mimatsu",248,"オオシラビソ",10.1,10.5,10.6,10.8,11.1,11.1,NA,99,4,3,4,2,3,3,15.35,65.35
6,"Mimatsu",249,"オオシラビソ",34.3,34.5,34.5,34,34.5,NA,NA,0,0,0,0,0,-1,0,14.73,65.25
6,"Mimatsu",238,"オオシラビソ",26.3,27.5,28.3,29.1,29.8,31.4,NA,99,5,5,4,4,4,5,13.69,64.19
6,"Mimatsu",239,"オオシラビソ",6.2,6.5,6.6,6.9,6.9,7.2,NA,99,3,3,3,3,3,3,14.8,63.32
6,"Mimatsu",240,"オオシラビソ",6.5,6.8,7,6.9,7.4,7.7,NA,99,3,3,3,3,3,3,16.13,63.02
6,"Mimatsu",241,"オオシラビソ",26.4,28,28.3,29,29.8,31.1,NA,99,5,5,4,2,3,5,16.44,63.48
6,"Mimatsu",242,"オオシラビソ",35.6,36.5,37.7,38.4,38.7,40.4,NA,99,5,5,4,3,4,5,20.18,66.44
6,"Mimatsu",244,"オオシラビソ",12,12.7,13.2,14,15.1,16.2,NA,99,4,4,3,3,3,4,24.62,65.64
6,"Mimatsu",190,"オオシラビソ",8.9,9.4,9.9,10.4,10.9,11.8,NA,99,5,4,5,5,5,4,25.66,66.55
6,"Mimatsu",191,"オオシラビソ",9.5,9.7,10.2,10.4,10.8,11.5,NA,99,3,3,3,3,3,3,26.92,68.11
6,"Mimatsu",192,"オオシラビソ",38.9,40.8,41.7,42.9,43.6,45.9,NA,99,5,5,5,5,5,5,27.62,68.86
6,"Mimatsu",193,"オオシラビソ",58,58,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,27.49,70.58
6,"Mimatsu",214,"オオシラビソ",8.2,8.4,8.4,NA,NA,NA,NA,99,3,2,-1,-1,-1,2,34.81,71.42
6,"Mimatsu",215,"オオシラビソ",16.8,17.6,18.1,18.7,19.5,20.2,NA,99,3,3,3,3,3,3,34.22,70.16
6,"Mimatsu",194,"オオシラビソ",42.4,43.6,44.6,45.3,46.2,47.7,NA,99,4,4,5,4,4,4,33.52,66.6
6,"Mimatsu",195,"オオシラビソ",6.3,6.6,6.9,7,7.1,7.3,NA,99,3,3,3,3,2,3,35.52,66.93
6,"Mimatsu",211,"オオシラビソ",7.3,7.7,8,8.5,8.9,9.4,NA,99,4,4,4,3,3,4,41.61,72.76
6,"Mimatsu",201,"オオシラビソ",7,7.2,7.4,NA,NA,NA,NA,99,4,1,-1,-1,-1,1,50.79,67.76
6,"Mimatsu",203,"オオシラビソ",25.2,26.1,27,27.2,28.1,29.2,NA,99,4,4,3,3,3,4,51.39,73.21
6,"Mimatsu",202,"オオシラビソ",35.5,35.8,35.8,35.1,36,35.4,NA,99,1,1,0,0,0,1,51.16,73.58
6,"Mimatsu",204,"オオシラビソ",18,18.5,NA,NA,NA,NA,NA,99,3,-1,-1,-1,-1,-1,51.22,75.21
6,"Mimatsu",205,"オオシラビソ",7.5,8.4,8.8,9.1,10,10.9,NA,99,4,4,4,4,4,4,48.35,73.66
6,"Mimatsu",206,"オオシラビソ",5.7,5.8,6.2,6.4,6.9,7.3,NA,99,4,4,4,4,4,4,47.54,71.66
6,"Mimatsu",207,"オオシラビソ",7,7.7,8.7,8.5,9,9.9,NA,99,4,3,3,4,4,3,44.26,72.77
6,"Mimatsu",208,"オオシラビソ",14.5,15.3,15.8,16.3,16.8,18.6,NA,99,5,5,4,4,4,5,44.39,73.19
6,"Mimatsu",209,"オオシラビソ",9.1,9.1,9.3,9.6,10.4,10.9,NA,99,3,2,3,2,2,2,44.62,73.86
6,"Mimatsu",223,"オオシラビソ",26.8,27.9,28.8,29.6,30.5,31.7,NA,99,3,3,3,3,3,3,47.11,75.81
6,"Mimatsu",222,"オオシラビソ",45.2,45.8,45.9,46.5,46.7,47,NA,99,4,4,3,2,3,4,45.12,76.74
6,"Mimatsu",210,"オオシラビソ",36.4,37.4,38.1,38.4,39.1,39.6,NA,99,4,4,4,4,4,4,41.82,74.64
6,"Mimatsu",221,"オオシラビソ",47.9,48.8,49.2,49.9,49.8,50.5,NA,99,3,3,2,2,2,3,37.72,79.78
6,"Mimatsu",220,"オオシラビソ",15.9,16.5,17.1,17.7,18.7,20.5,NA,99,4,4,4,4,4,4,39.15,76.94
6,"Mimatsu",216,"オオシラビソ",12.3,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,28.96,74.55
6,"Mimatsu",217,"オオシラビソ",74.1,76.2,78.9,78.9,NA,NA,NA,99,3,3,1,-1,-1,3,28.7,75.27
6,"Mimatsu",245,"オオシラビソ",52.8,52.9,53.7,53.5,53.5,NA,NA,99,4,1,0,0,-1,1,23.52,73.74
6,"Mimatsu",246,"オオシラビソ",72.7,72.7,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,20.99,72.72
6,"Mimatsu",247,"オオシラビソ",7.5,8.6,9.4,10.9,12.5,15.1,NA,99,5,5,5,5,5,5,19.02,71.55
6,"Mimatsu",262,"オオシラビソ",10.5,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,17.63,74.24
6,"Mimatsu",354,"オオシラビソ",NA,NA,NA,NA,9.7,10.8,NA,NA,NA,NA,NA,4,4,NA,21.34,74.74
6,"Mimatsu",263,"オオシラビソ",22.8,24.2,25.5,26.7,28,29.9,NA,99,3,3,3,2,3,3,19.51,76.72
6,"Mimatsu",401,"オオシラビソ",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,17.37,77.56
6,"Mimatsu",264,"オオシラビソ",18.7,20,21.1,22.3,23.5,NA,NA,99,4,4,4,4,-1,4,15.28,75.28
6,"Mimatsu",265,"オオシラビソ",11.6,11.8,12.1,12.9,13.4,13.9,NA,99,3,3,3,3,3,3,15.26,78.08
6,"Mimatsu",266,"オオシラビソ",45.1,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,12.11,78.44
6,"Mimatsu",267,"オオシラビソ",30.2,30.8,31.9,32.8,33.1,35.1,NA,99,3,3,2,4,4,3,12.19,75.05
6,"Mimatsu",270,"オオシラビソ",49.4,49.8,50.3,50.7,50.6,50.8,NA,99,3,3,2,2,2,3,7.23,74.98
6,"Mimatsu",272,"オオシラビソ",18.3,19.7,20,20.8,22.2,NA,NA,99,4,4,4,3,-1,4,0.95,79.32
6,"Mimatsu",275,"オオシラビソ",28.3,28.7,29.1,29.6,NA,NA,NA,99,2,2,0,-1,-1,2,7.2,79.63
6,"Mimatsu",276,"オオシラビソ",51.3,52.5,53.3,53.3,55,55.8,NA,99,2,2,2,2,2,2,8.21,82.24
6,"Mimatsu",355,"オオシラビソ",12,12.4,12.8,13.1,13.5,14,NA,99,3,3,3,3,2,3,8.21,82.24
6,"Mimatsu",277,"オオシラビソ",47.4,48.4,49.1,49.7,50.7,NA,NA,99,2,2,2,2,-1,2,12.75,85.95
6,"Mimatsu",278,"オオシラビソ",9.3,10.2,10.8,11.7,12.8,14.8,NA,99,5,5,4,4,5,5,25.46,85.21
6,"Mimatsu",279,"オオシラビソ",10,11.5,NA,NA,NA,NA,NA,99,5,-1,-1,-1,-1,-1,28,84
6,"Mimatsu",280,"オオシラビソ",6.5,6.5,6.3,NA,NA,NA,NA,0,0,0,-1,-1,-1,0,34.03,88.57
6,"Mimatsu",229,"オオシラビソ",14,14.3,NA,NA,NA,NA,NA,99,5,-1,-1,-1,-1,-1,35.96,86.91
6,"Mimatsu",224,"オオシラビソ",47.5,49.1,50.1,50.5,52.1,54.2,NA,99,2,3,4,3,3,3,49.1,86.27
6,"Mimatsu",231,"オオシラビソ",9.7,10.8,11,11.2,11.1,11,NA,99,5,4,0,0,0,4,43.04,90.07
6,"Mimatsu",357,"オオシラビソ",NA,NA,NA,NA,9.3,10.1,NA,NA,NA,NA,NA,5,4,NA,43.14,91.42
6,"Mimatsu",232,"オオシラビソ",7.9,8.5,8.7,9.1,10.1,10.5,NA,99,4,4,5,4,4,4,43.26,92.21
6,"Mimatsu",233,"オオシラビソ",32.5,32.4,NA,NA,NA,NA,NA,99,1,-1,-1,-1,-1,-1,44.51,92.52
6,"Mimatsu",230,"オオシラビソ",10.2,11.5,12,12.8,13.7,14.2,NA,99,5,5,5,4,4,5,34.74,91.54
7,"Kagamiishi",1,"オオシラビソ",4.2,4.8,4.8,5.8,6.8,8.5,8.9,3,5,4,3,3,3,3,1.4,2.89
7,"Kagamiishi",2,"オオシラビソ",14.1,14.7,15,15.1,16,16.9,17.9,4,4,3,4,4,3,4,5.5,4.5
7,"Kagamiishi",3,"オオシラビソ",4.7,4.8,5.9,6.4,6.3,6.7,6.8,3,4,4,3,3,3,4,6.8,4.5
7,"Kagamiishi",4,"オオシラビソ",5.4,5.6,5.7,6.1,6.2,6.6,7,3,3,4,3,3,4,3,9.5,4.6
7,"Kagamiishi",5,"オオシラビソ",19.6,19.6,21.1,20.7,21.1,21.8,22.3,4,4,4,4,3,3,4,14.6,3.4
7,"Kagamiishi",6,"オオシラビソ",15.7,15.8,17.3,17.8,18,18.2,19,4,4,4,4,4,4,4,18.1,2.2
7,"Kagamiishi",7,"オオシラビソ",7.7,8,8.1,8.3,8.4,NA,NA,3,3,3,3,3,-1,-1,18.9,1.8
7,"Kagamiishi",8,"オオシラビソ",3.8,4,4.2,4.5,4.6,5.2,5.5,3,4,4,4,3,3,3,25.8,8.4
7,"Kagamiishi",9,"オオシラビソ",15.9,16.2,16.8,16.7,16.9,17.3,17.8,2,2,4,4,3,4,4,25.7,9.8
7,"Kagamiishi",131,"オオシラビソ",6,6,6.1,4.8,4.7,NA,NA,0,0,0,0,0,-1,-1,24.6,8.7
7,"Kagamiishi",10,"オオシラビソ",2.7,3.4,4.3,4.8,5.4,6.4,7.5,4,5,5,5,4,5,4,19,6.9
7,"Kagamiishi",11,"オオシラビソ",6.1,6.4,7.1,7.3,7.8,8.1,8.5,2,4,4,4,3,3,3,17.6,6.5
7,"Kagamiishi",132,"オオシラビソ",NA,NA,NA,NA,0.4,1.9,2.4,NA,NA,NA,NA,4,4,4,18.3,7.6
7,"Kagamiishi",133,"オオシラビソ",NA,1.3,1.6,1.8,2.2,2.7,3,NA,5,5,5,4,3,3,18.8,8.2
7,"Kagamiishi",12,"オオシラビソ",1.2,1.4,2.5,3,3.4,4,4.7,2,4,4,4,4,5,4,19.7,8.4
7,"Kagamiishi",13,"オオシラビソ",0.1,1,1.8,1.9,2.1,2.3,2.6,2,3,4,4,3,2,3,19.6,9.1
7,"Kagamiishi",14,"オオシラビソ",6.2,6.5,6.7,6.9,7.2,7.4,7.6,1,2,4,3,3,3,2,19.4,9.1
7,"Kagamiishi",134,"オオシラビソ",NA,NA,NA,0.8,1.1,1.5,1.9,NA,NA,4,4,4,3,2,19,9
7,"Kagamiishi",135,"オオシラビソ",NA,NA,NA,0.6,0.5,1.2,1.8,NA,NA,NA,4,4,4,3,19,9.2
7,"Kagamiishi",16,"オオシラビソ",11.3,11.5,11.5,11.9,12.2,12.9,13.3,4,4,4,4,4,4,4,18.5,9.7
7,"Kagamiishi",17,"オオシラビソ",0.1,1.4,2.5,2.9,3.2,3.7,3.9,4,4,5,4,3,4,4,18.2,9.4
7,"Kagamiishi",18,"オオシラビソ",2.9,3.4,3.7,4.2,4.5,5.5,6,4,4,5,5,4,4,4,18.8,9.1
7,"Kagamiishi",15,"オオシラビソ",3.6,4.4,4.5,5.1,5.5,6.2,6.9,4,4,4,4,4,4,4,17.8,8.4
7,"Kagamiishi",19,"オオシラビソ",5.2,NA,NA,NA,NA,NA,NA,4,1,-1,-1,-1,-1,-1,16.3,7.8
7,"Kagamiishi",136,"オオシラビソ",NA,1,1.4,2,2.7,3.5,4.8,4,4,5,5,5,5,5,16,7.8
7,"Kagamiishi",137,"オオシラビソ",NA,NA,NA,0.5,2,2.9,3.6,NA,NA,NA,5,5,5,4,16.1,6.1
7,"Kagamiishi",184,"オオシラビソ",NA,NA,NA,NA,NA,0.8,2.1,NA,NA,NA,NA,5,5,5,14.7,6.3
7,"Kagamiishi",20,"オオシラビソ",18.9,19.5,19.7,20.3,20.4,20.6,20.6,3,3,3,3,2,2,2,14.8,7.3
7,"Kagamiishi",138,"オオシラビソ",7.1,7.4,7.6,7.7,7.9,8.4,8.7,4,4,4,3,4,3,3,14.2,9.2
7,"Kagamiishi",139,"オオシラビソ",11.5,12.5,13.1,13.7,14.1,14.9,15.7,4,4,4,4,5,4,5,14.3,9.6
7,"Kagamiishi",140,"オオシラビソ",NA,NA,NA,0.8,1.2,1.4,2.1,NA,NA,NA,4,4,4,5,12.1,10.5
7,"Kagamiishi",141,"オオシラビソ",2.4,2.9,3.1,3.3,4,5.1,5.5,4,4,4,4,4,4,4,12.1,10.3
7,"Kagamiishi",185,"オオシラビソ",NA,2.4,2.9,3.3,3.8,4.7,5.6,NA,5,5,5,5,5,4,12,8.9
7,"Kagamiishi",21,"オオシラビソ",4.4,5.2,5.9,6.3,7,7.9,8.9,4,4,5,5,5,5,5,13.2,8
7,"Kagamiishi",22,"オオシラビソ",2.1,2.4,2.8,3.1,3.8,4.4,5.4,4,4,4,4,4,5,4,13.5,7.3
7,"Kagamiishi",142,"オオシラビソ",NA,NA,NA,NA,NA,0.9,2.3,NA,NA,NA,NA,5,5,5,10.2,5.9
7,"Kagamiishi",23,"オオシラビソ",15.4,15.9,NA,NA,NA,NA,NA,3,4,-1,-1,-1,-1,-1,10,5.5
7,"Kagamiishi",24,"オオシラビソ",8.2,8.6,9.2,9.6,10.1,10.6,11.3,3,4,4,3,3,3,3,9.6,5.5
7,"Kagamiishi",25,"オオシラビソ",19.8,20.2,20.2,20.6,21.2,22.2,22.7,3,3,3,3,3,3,4,5.7,5.6
7,"Kagamiishi",26,"オオシラビソ",5.2,5.5,NA,NA,NA,NA,NA,3,4,1,0,-1,-1,-1,3.4,7.5
7,"Kagamiishi",27,"オオシラビソ",2.1,2.7,2.9,3.4,3.7,4.3,5,3,4,4,4,4,5,5,3.7,7.9
7,"Kagamiishi",143,"オオシラビソ",NA,NA,NA,NA,0.7,1.5,1.6,NA,NA,NA,5,4,4,4,5.5,10.3
7,"Kagamiishi",144,"オオシラビソ",NA,NA,0.7,0.9,0.9,NA,NA,NA,NA,4,4,3,-1,-1,2.3,9.8
7,"Kagamiishi",145,"オオシラビソ",NA,NA,NA,NA,NA,1.6,2.4,NA,NA,NA,NA,5,5,5,2.1,12.9
7,"Kagamiishi",28,"オオシラビソ",10.8,11,11.1,11.5,11.6,12,12.4,4,5,4,4,4,4,4,1.6,14
7,"Kagamiishi",29,"オオシラビソ",7.5,7.9,8,8.3,8.3,8.4,8.7,3,3,4,3,3,2,3,2.6,14.7
7,"Kagamiishi",30,"オオシラビソ",2.2,2.5,2.9,3.1,3.4,3.9,4.7,3,3,4,4,3,4,4,4.2,15.5
7,"Kagamiishi",31,"オオシラビソ",18.6,18.8,19.5,19.8,20.3,21.1,22,4,4,4,4,4,5,5,5.6,13.4
7,"Kagamiishi",146,"オオシラビソ",NA,NA,NA,NA,0.5,1.7,2.7,NA,NA,NA,NA,5,4,5,8.1,11.4
7,"Kagamiishi",147,"オオシラビソ",NA,1,1.5,1.7,2,2.7,3.3,NA,5,5,5,5,5,4,16.2,13.7
7,"Kagamiishi",32,"オオシラビソ",5.1,5.8,6.5,7,7.5,8.8,9.3,4,3,5,4,4,4,4,17.3,14.9
7,"Kagamiishi",33,"オオシラビソ",10.9,11,12.1,11.7,12,12.4,12.7,3,3,4,4,3,3,4,17.6,14.9
7,"Kagamiishi",148,"オオシラビソ",NA,NA,NA,NA,0.5,0.4,0.8,NA,NA,NA,NA,4,3,4,18,15.1
7,"Kagamiishi",35,"オオシラビソ",2.3,2.8,3.5,4.8,4.9,5.4,5.9,4,4,4,4,4,4,4,18.4,13.9
7,"Kagamiishi",149,"オオシラビソ",NA,NA,NA,NA,0.7,1,1.5,NA,NA,NA,NA,5,5,5,18.1,11.8
7,"Kagamiishi",34,"オオシラビソ",9,9.6,10.1,10.6,10.8,11.3,11.7,3,4,4,4,3,4,3,19.3,13
7,"Kagamiishi",36,"オオシラビソ",3.2,3.6,4.1,4.3,4.7,5.4,6,4,4,5,5,4,4,4,20.5,14.3
7,"Kagamiishi",37,"オオシラビソ",7,8,8.6,9,9.5,10.3,10.9,5,5,4,4,4,4,4,21.9,14.2
7,"Kagamiishi",191,"オオシラビソ",NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,5,21.5,12
7,"Kagamiishi",38,"オオシラビソ",8.2,8.7,8.9,9.1,9.5,9.9,9.9,3,4,4,4,3,2,3,21.3,12.1
7,"Kagamiishi",150,"オオシラビソ",NA,NA,NA,NA,NA,1.3,2.3,NA,NA,NA,NA,5,5,5,22.7,11.8
7,"Kagamiishi",42,"オオシラビソ",4.4,4.6,4.9,4.9,5.1,5.2,5.3,2,3,4,4,4,4,4,24,10.8
7,"Kagamiishi",186,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,5,5,24.8,10.7
7,"Kagamiishi",43,"オオシラビソ",17,17.3,17.4,17.9,18.2,19.2,19.7,2,3,4,4,3,2,3,24.8,10.9
7,"Kagamiishi",40,"オオシラビソ",28,28,NA,NA,NA,NA,NA,0,0,-1,-1,-1,-1,-1,25.3,12.6
7,"Kagamiishi",41,"オオシラビソ",24.7,24.7,24.7,NA,NA,NA,NA,2,1,1,-1,-1,-1,-1,25.8,13.3
7,"Kagamiishi",39,"オオシラビソ",4.3,5.4,5.9,6.8,7.8,8.7,9.6,5,5,5,5,5,5,5,24.7,13.3
7,"Kagamiishi",151,"オオシラビソ",NA,6.9,7.3,7.6,8,8.8,9.7,NA,4,4,4,4,5,5,25.6,14.8
7,"Kagamiishi",187,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,24.2,15.7
7,"Kagamiishi",50,"オオシラビソ",2.1,3,3.7,3.9,4.2,4.7,5.3,5,4,4,4,4,5,5,24.7,15.7
7,"Kagamiishi",49,"オオシラビソ",10.4,10.7,11.4,11.6,11.7,11.9,11.8,2,1,3,3,2,2,2,24.3,16.3
7,"Kagamiishi",48,"オオシラビソ",3,4.4,4.7,5.2,5.9,6.7,7.4,4,4,5,5,5,5,4,25.2,16.7
7,"Kagamiishi",152,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,25.1,17.2
7,"Kagamiishi",47,"オオシラビソ",7.8,8.3,8.8,9,9.3,9.9,10.4,4,4,4,3,4,3,4,24.9,17.4
7,"Kagamiishi",188,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,4,4,25.1,18
7,"Kagamiishi",46,"オオシラビソ",6.7,6.8,7.2,7.3,7.6,7.9,8.3,4,4,4,4,4,3,3,24.7,17.9
7,"Kagamiishi",45,"オオシラビソ",13.4,13.6,14.2,14.4,14.9,15,15.1,3,3,4,4,4,2,3,24.7,18.2
7,"Kagamiishi",153,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,24.9,18.6
7,"Kagamiishi",154,"オオシラビソ",NA,NA,1.5,2.5,2.8,3.7,3.9,NA,NA,5,5,4,4,4,24.5,18.9
7,"Kagamiishi",44,"オオシラビソ",11.7,11.5,11.7,11.8,11.9,12,12,2,3,4,4,4,3,3,24.1,19.1
7,"Kagamiishi",51,"オオシラビソ",14.2,14.5,14.7,14.7,14.9,15.4,16,2,2,4,3,3,3,3,23.2,17
7,"Kagamiishi",155,"オオシラビソ",7.8,8.3,8.6,8.7,9.1,9.8,9.8,4,4,4,4,4,4,4,22.9,16.2
7,"Kagamiishi",53,"オオシラビソ",11.6,12.1,12.5,12.5,NA,NA,NA,3,2,2,0,-1,-1,-1,22.6,15.8
7,"Kagamiishi",156,"オオシラビソ",NA,NA,NA,NA,0.5,0.8,2.2,NA,NA,NA,NA,4,5,4,20.8,16.2
7,"Kagamiishi",54,"オオシラビソ",12.6,13.3,13.8,14,14.4,15,15.6,3,4,5,5,5,5,4,21.3,16.7
7,"Kagamiishi",55,"オオシラビソ",4.2,4.6,4.8,5,5.4,6.1,6.7,3,4,5,5,5,5,3,20.9,17.6
7,"Kagamiishi",56,"オオシラビソ",3.9,4.2,4.5,4.6,4.8,5.1,5.4,2,3,4,4,4,4,3,19.9,18.4
7,"Kagamiishi",57,"オオシラビソ",4,4.3,4.8,5.3,5.6,5.8,5.8,2,3,4,4,4,4,4,19.9,18.9
7,"Kagamiishi",58,"オオシラビソ",9.1,9.1,9.1,9.1,9.1,9,NA,2,2,2,2,2,1,-1,20.2,19.4
7,"Kagamiishi",157,"オオシラビソ",NA,4.2,4.4,6,6.4,7,7.6,NA,4,4,4,4,4,5,20.9,19.8
7,"Kagamiishi",52,"オオシラビソ",11.7,NA,NA,NA,NA,NA,NA,2,1,-1,-1,-1,-1,-1,22.3,20
7,"Kagamiishi",158,"オオシラビソ",4.8,5.5,5.9,6,6.6,7.4,7.9,5,5,5,4,5,4,4,22.3,20.2
7,"Kagamiishi",159,"オオシラビソ",NA,2,2.2,2.5,NA,NA,NA,NA,4,4,3,-1,-1,-1,21.5,20.5
7,"Kagamiishi",160,"オオシラビソ",9.2,9.7,10,10.3,10.5,11.1,11.6,4,4,4,4,4,5,5,21,20.3
7,"Kagamiishi",59,"オオシラビソ",1.9,2.5,2.9,3.1,3.5,3.7,NA,3,3,3,3,4,2,-1,19.6,20
7,"Kagamiishi",60,"オオシラビソ",3.8,NA,3.9,4.2,4.6,5.2,5.7,3,2,4,4,4,5,5,18.5,18.5
7,"Kagamiishi",161,"オオシラビソ",NA,NA,0.7,0.5,1.2,1.9,2.4,NA,NA,4,4,4,5,4,17.5,18.1
7,"Kagamiishi",61,"オオシラビソ",4.7,5.1,5.3,5.8,6.3,6.8,7.3,4,4,4,4,4,4,4,16.7,18.2
7,"Kagamiishi",62,"オオシラビソ",3,3,3.3,3,3.3,3.7,3.9,4,4,4,4,4,4,4,17.7,15.7
7,"Kagamiishi",63,"オオシラビソ",4.3,4.7,5,5,5.2,5.6,5.9,3,3,4,4,4,4,4,17.2,15.2
7,"Kagamiishi",189,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,16.7,15.7
7,"Kagamiishi",162,"オオシラビソ",NA,NA,0.8,1.8,2,2.5,2.8,NA,NA,4,4,4,5,4,15.9,15.9
7,"Kagamiishi",64,"オオシラビソ",11.5,12.1,12.5,12.7,13.1,13.7,14.2,4,4,4,4,4,4,4,16.6,16.6
7,"Kagamiishi",192,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14.8,18.7
7,"Kagamiishi",65,"オオシラビソ",3.2,3.7,4.4,4.8,5.4,6.1,6.8,3,5,5,4,5,5,5,15.8,19.4
7,"Kagamiishi",66,"オオシラビソ",3.8,4.7,5.4,5.8,6.5,7.6,8.3,4,5,5,4,5,5,4,13.4,19.8
7,"Kagamiishi",67,"オオシラビソ",6.4,6.3,6.8,6.8,7.1,7.2,NA,2,2,3,3,3,3,-1,11.3,19.7
7,"Kagamiishi",163,"オオシラビソ",NA,NA,NA,NA,NA,NA,0.5,NA,NA,5,5,5,5,5,10.1,19.1
7,"Kagamiishi",193,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9.5,19.3
7,"Kagamiishi",164,"オオシラビソ",NA,NA,1,1.3,1.6,2.1,NA,NA,NA,5,5,5,4,-1,10.6,16.7
7,"Kagamiishi",165,"オオシラビソ",NA,NA,0.7,2,2.3,2.8,3.1,NA,NA,5,5,5,3,4,9.6,16.4
7,"Kagamiishi",194,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.6,17.1
7,"Kagamiishi",166,"オオシラビソ",3,3.3,3.5,3.7,3.8,4.1,4.6,4,4,4,4,4,4,4,8.7,18.1
7,"Kagamiishi",68,"オオシラビソ",4.1,4.5,4.9,5.2,5.8,6.2,7.1,2,4,5,5,4,5,5,8,18.3
7,"Kagamiishi",69,"オオシラビソ",9.2,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,7.5,18.2
7,"Kagamiishi",70,"オオシラビソ",6,6,6.3,6.4,6.5,6.7,6.9,3,3,3,3,3,3,3,7.4,16.6
7,"Kagamiishi",71,"オオシラビソ",7,7.4,7.8,8,8.3,9,9.7,4,5,5,4,4,4,4,6.3,17.2
7,"Kagamiishi",72,"オオシラビソ",9.3,9.5,9.7,9.9,10.1,10.3,10.6,4,4,4,4,4,3,3,6.6,17.8
7,"Kagamiishi",73,"オオシラビソ",NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,4,4,6.8,18.3
7,"Kagamiishi",167,"オオシラビソ",NA,NA,NA,0.7,0.7,0.7,0.7,NA,NA,NA,4,2,0,0,7.1,18.9
7,"Kagamiishi",74,"オオシラビソ",8.6,8.7,8.9,9,9,9.2,9.2,3,2,3,3,3,2,0,6,18.7
7,"Kagamiishi",168,"オオシラビソ",NA,NA,0.9,0.6,1.3,2,2.8,NA,NA,5,5,5,5,4,5.9,19.5
7,"Kagamiishi",169,"オオシラビソ",NA,NA,0.5,0.8,1.4,2.5,3.7,NA,NA,5,5,5,5,5,5.2,18.8
7,"Kagamiishi",75,"オオシラビソ",5.4,5.6,5.9,5.9,6.1,6.5,6.9,4,4,4,5,4,5,4,3.7,20
