"","pn","plot","lb","sp","d01","d02","d03","d04","d05","d06","d07","f01","f02","f03","f04","f05","f06","f07","x","y"
"1039",2,"Bunazaka",316,"スギ",45.8,47.1,48.4,49,49.5,49.7,50.6,3,3,3,4,4,4,4,84.8,20.9
"1040",2,"Bunazaka",317,"スギ",43,44.2,45.1,46.2,47,48.4,50.2,3,4,4,4,4,4,4,82.3,21.2
"1041",2,"Bunazaka",591,"ブナ",NA,NA,NA,9.9,9.7,9.8,NA,NA,NA,NA,4,3,0,-1,76.9,24.1
"1042",2,"Bunazaka",318,"キハダ",30,30.3,30.7,31,31.4,31.8,32.6,4,2,3,4,4,4,4,76.7,32.2
"1043",2,"Bunazaka",319,"ホオノキ",22.2,23.5,24.9,25.8,26.7,27.6,28.7,3,3,4,4,4,4,4,80.4,28.8
"1044",2,"Bunazaka",320,"ホオノキ",23.7,25.7,27.9,30.2,32,34.8,37.2,5,5,5,5,5,5,5,80.4,28.8
"1045",2,"Bunazaka",321,"ホオノキ",11.4,11.7,12.5,12.4,13.9,15,15.7,3,3,4,5,4,4,5,80.4,28.8
"1046",2,"Bunazaka",322,"ウリハダカエデ",15.8,15.8,NA,NA,NA,NA,NA,2,1,-1,-1,-1,-1,-1,82.6,30.3
"1047",2,"Bunazaka",323,"ウリハダカエデ",13.5,13.3,12.5,12.8,NA,NA,NA,2,0,0,0,-1,-1,-1,83.3,30.2
"1048",2,"Bunazaka",592,"ヤマモミジ",NA,10,10.2,10.5,10.5,11.1,11.3,NA,5,5,5,5,5,5,84.3,29.4
"1049",2,"Bunazaka",324,"ブナ",14.2,15.2,15.6,16.4,16.8,17.2,17.3,3,4,4,4,4,4,4,85.2,26.1
"1050",2,"Bunazaka",325,"ブナ",16.4,17.4,17.8,18.2,18.5,19.1,19.6,3,3,4,4,4,4,5,85.2,26.1
"1051",2,"Bunazaka",326,"ブナ",17.9,19.1,19.7,20.2,20.5,21.5,21.9,3,3,3,4,3,5,4,85.2,26.1
"1052",2,"Bunazaka",593,"ブナ",NA,10.2,10.4,10.6,10.8,10.8,10.9,NA,4,4,4,3,3,3,85.2,26.1
"1053",2,"Bunazaka",327,"ブナ",18.5,20.3,21.7,22.5,24.1,25.4,27.2,4,4,4,5,4,5,5,87,25.6
"1054",2,"Bunazaka",328,"ブナ",11.5,11.9,12,12.9,12.6,12.6,12.9,3,3,3,5,3,4,4,86.2,25.9
"1055",2,"Bunazaka",329,"ブナ",16.7,17.6,17.7,18,18.4,19.4,20.8,4,4,4,4,4,4,4,89.9,23.1
"1056",2,"Bunazaka",330,"ブナ",17.4,17.5,17.4,17.5,17.6,NA,NA,1,1,1,0,0,-1,-1,89.7,23
"1057",2,"Bunazaka",331,"ブナ",13.8,14.4,14.4,14.7,14.9,15.2,15.5,4,3,4,4,4,4,4,89.7,22.7
"1058",2,"Bunazaka",332,"ウワミズザクラ",19.1,20.8,21.8,22.6,23.8,25.5,26.2,4,5,5,4,4,4,5,95.1,19.5
"1059",2,"Bunazaka",333,"ブナ",30.4,31.7,32.7,33.1,34.1,35.5,37.5,4,5,4,4,4,5,5,99,25.9
"1060",2,"Bunazaka",334,"スギ",45.9,47.5,48.9,50.9,51.7,52.5,53.4,3,5,4,4,3,3,3,97.2,24.8
"1061",2,"Bunazaka",335,"スギ",51.2,52.8,54.7,56.4,58.1,61,63.6,4,5,5,5,4,4,4,94.4,26
"1062",2,"Bunazaka",336,"ブナ",11.8,12.3,12.6,12.9,13.2,14,14.7,3,3,3,4,3,3,4,93.4,28.7
"1063",2,"Bunazaka",337,"ブナ",16.6,17.2,17.6,18.1,18.5,18.9,19.9,3,3,3,5,5,4,4,91.4,26
"1064",2,"Bunazaka",338,"ブナ",15.5,16.5,17.3,17.9,18.6,20.1,21.6,3,4,4,4,4,5,5,90.7,26.8
"1065",2,"Bunazaka",339,"ブナ",14.9,15.5,16,16.4,17,17.9,19,3,4,4,5,4,5,4,90.9,27
"1066",2,"Bunazaka",340,"ブナ",22,24.5,26.7,28.1,30.5,32.6,35,4,5,5,5,5,5,5,80.1,36.5
"1067",2,"Bunazaka",341,"ウリハダカエデ",17.6,18.4,19.1,19.7,19.8,18.8,NA,4,5,5,5,3,0,-1,82.6,35.6
"1068",2,"Bunazaka",342,"ハウチワカエデ",11.2,11.5,11.7,11.7,12,12.1,12.5,4,5,5,5,4,4,4,81.2,42
"1069",2,"Bunazaka",343,"トチノキ",12.2,12.7,12.7,NA,NA,NA,NA,4,2,1,-1,-1,-1,-1,83.7,40
"1070",2,"Bunazaka",344,"トチノキ",12.1,14,14.2,14.4,14.5,15.4,15.9,5,5,4,3,4,4,4,83.9,37.1
"1071",2,"Bunazaka",641,"ヤマモミジ",NA,NA,NA,NA,NA,9,9.2,NA,NA,NA,NA,NA,5,5,83.7,35.2
"1072",2,"Bunazaka",345,"ブナ",12.8,13.8,14.5,15,15.5,16.3,17.5,3,4,4,4,4,4,4,83.5,34.7
"1073",2,"Bunazaka",346,"ブナ",14.5,15.3,15.5,16,16.2,16.6,16.8,4,4,4,4,4,4,4,83.5,34.7
"1074",2,"Bunazaka",347,"ブナ",13.2,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,86,32.2
"1075",2,"Bunazaka",348,"ホオノキ",16.5,16.8,16.9,17,17,16.8,15.9,2,2,3,3,3,1,0,85.5,31.3
"1076",2,"Bunazaka",349,"ブナ",15.7,17.5,19.4,20.9,23,25.8,28.5,4,4,4,5,5,5,5,88.5,32.1
"1077",2,"Bunazaka",350,"ブナ",14.7,16.4,17.9,18.9,20.6,23.2,25.8,5,4,4,5,4,5,4,89.1,32.6
"1078",2,"Bunazaka",351,"ブナ",18.3,19.8,21.1,21.7,23.3,24.4,26,5,5,5,5,5,4,5,87.2,35.9
"1079",2,"Bunazaka",352,"ブナ",11.8,13,14.2,14.9,16,18.1,20.2,4,3,4,4,4,4,4,89.5,31.7
"1080",2,"Bunazaka",353,"ブナ",10.7,10.9,11.1,11.2,11.3,11.6,11.5,2,3,3,4,4,3,4,90.7,30.9
"1081",2,"Bunazaka",354,"ブナ",12,12.9,13.4,14,14.6,15.8,17.1,4,4,4,4,4,4,4,90.7,30.9
"1082",2,"Bunazaka",355,"スギ",70.6,72,73.8,73.8,75.1,75.7,77.7,4,5,5,5,4,5,4,95.1,31
"1083",2,"Bunazaka",356,"ブナ",15.7,16.7,17.5,18,18.7,20.6,22.6,3,4,4,4,4,4,4,98,35.7
"1084",2,"Bunazaka",357,"ブナ",11.4,11.8,12.1,12.3,12.3,12.7,12.9,3,3,3,4,3,3,4,96.5,36.4
"1085",2,"Bunazaka",358,"ブナ",13.9,14.4,15.1,15.6,16.3,17.1,18.7,3,3,3,4,3,4,3,96.7,37.4
"1086",2,"Bunazaka",359,"ブナ",13.2,13.7,13.8,13.8,13.7,13.8,NA,4,4,3,4,5,4,-1,96.6,38.3
"1087",2,"Bunazaka",360,"ブナ",12.3,12.7,13.2,13,13.3,13.6,13.9,5,4,3,5,4,4,4,97,39.4
"1088",2,"Bunazaka",361,"ブナ",15.7,16.9,18,19.2,20.4,21.8,23.4,4,5,5,5,5,5,5,92,37
"1089",2,"Bunazaka",594,"ブナ",NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,4,3,0,88.2,37.3
"1090",2,"Bunazaka",362,"ブナ",23,24.4,26.2,28,29.5,31.1,33.3,5,5,5,5,4,5,5,83,46.8
"1091",2,"Bunazaka",363,"スギ",30.6,32.9,34.6,35.9,37.1,39.2,41.7,3,4,3,4,3,3,3,84.7,45.9
"1092",2,"Bunazaka",364,"スギ",24.5,26.8,29,31.5,32.7,32.7,32.3,3,4,4,5,4,0,0,84.7,44.9
"1093",2,"Bunazaka",365,"ブナ",11.7,12.6,13.6,14,14.9,16.5,18.1,2,3,3,5,4,5,5,84.6,42.8
"1094",2,"Bunazaka",366,"ブナ",11.6,11.7,11.8,11.8,11.7,11.8,NA,2,2,2,3,3,0,-1,85.8,43.2
"1095",2,"Bunazaka",367,"ブナ",11.6,12.2,12.5,13,13.5,15.1,16.8,4,5,3,5,5,5,5,84.9,43.5
"1096",2,"Bunazaka",368,"ブナ",15.5,17.4,19.2,21.5,23.3,26.1,30.4,5,5,5,5,5,5,5,86.3,47.1
"1097",2,"Bunazaka",595,"ブナ",NA,NA,10.4,10.9,11.4,12.2,13,NA,NA,5,5,5,5,5,86.3,47.1
"1098",2,"Bunazaka",369,"ブナ",11.2,11.3,11.4,NA,NA,NA,NA,2,2,2,-1,-1,-1,-1,91,43.7
"1099",2,"Bunazaka",370,"ウリハダカエデ",12.8,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,91.6,43.2
"1100",2,"Bunazaka",371,"ブナ",13.3,14.4,15.2,16,16.8,18.1,19.7,5,5,5,5,5,5,5,91.1,45.8
"1101",2,"Bunazaka",372,"ブナ",11.1,11.6,12.5,13.3,13.9,14,14.4,4,4,3,4,4,3,3,95.3,48.2
"1102",2,"Bunazaka",373,"キハダ",24.1,24.3,24.5,NA,NA,NA,NA,3,1,1,-1,-1,-1,-1,97.1,48.2
"1103",2,"Bunazaka",374,"ウリハダカエデ",15.6,15.9,16.2,16.1,15,15,NA,4,4,3,4,0,0,-1,96.6,48.9
"1104",2,"Bunazaka",596,"ブナ",10.2,10.4,10.5,10.7,10.8,11,11.5,4,4,4,4,4,3,4,98,50.2
"1105",2,"Bunazaka",597,"ブナ",NA,NA,NA,NA,9.5,9.7,10.3,NA,NA,NA,NA,4,4,4,98,50.2
"1106",2,"Bunazaka",676,"ブナ",NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,5,97.9,48
"1107",2,"Bunazaka",375,"スギ",46.7,48.8,51.2,52,53.3,55.4,57.2,4,5,5,4,4,4,4,100.1,43.3
"1108",2,"Bunazaka",376,"ホオノキ",26.6,27.7,28.7,29.4,30,30.9,31.6,5,5,5,5,5,4,3,98.9,42.9
"1109",2,"Bunazaka",377,"ホオノキ",21.4,22.5,23,23.6,24,24.3,24.7,4,4,5,5,5,5,4,95.8,41.5
"1110",2,"Bunazaka",378,"ホオノキ",24.7,25.2,26.1,26.8,27.6,28.2,29,4,5,5,5,4,5,5,95.8,41.5
"1111",2,"Bunazaka",379,"ホオノキ",14.6,NA,NA,NA,NA,NA,NA,4,-1,-1,-1,-1,-1,-1,97.9,52.4
"1112",2,"Bunazaka",380,"ホオノキ",16,NA,NA,NA,NA,NA,NA,0,-1,-1,-1,-1,-1,-1,97.9,52.4
"1113",2,"Bunazaka",381,"キハダ",30.7,30.9,31.1,31,30.8,NA,NA,2,4,4,0,0,-1,-1,93.3,56.7
"1114",2,"Bunazaka",382,"ウワミズザクラ",20,21.3,22.4,23.7,24.4,25.8,26.3,5,5,5,5,4,4,5,88.3,55.4
"1115",2,"Bunazaka",383,"キハダ",27.2,28.2,28.6,28.9,29.3,30,30.6,4,3,2,3,3,3,3,83.3,57.9
"1116",2,"Bunazaka",384,"スギ",62.3,64.1,64.8,66.4,67.9,69.7,71.5,5,5,5,4,5,5,4,81.8,57.1
"1117",2,"Bunazaka",598,"コシアブラ",10.4,10.4,10.4,10.4,10.4,10.4,10.3,4,4,4,4,2,2,0,82.7,55.9
"1118",2,"Bunazaka",385,"スギ",48,50.1,51.9,53.5,54.7,56.3,58.2,4,4,4,4,4,4,4,78.6,56.2
"1119",2,"Bunazaka",386,"ブナ",10.2,10.6,11.1,11,11.1,11.2,11.5,5,4,4,4,4,4,5,76.5,54.8
"1120",2,"Bunazaka",387,"ブナ",10,10.4,10.9,11.2,11.6,11.7,11.8,5,3,3,4,3,3,3,76.5,54.8
"1121",2,"Bunazaka",388,"スギ",16.9,18.3,19.3,20.7,22.1,23.7,25.2,3,3,3,4,4,4,4,70.4,65
"1122",2,"Bunazaka",389,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,72.4,64.2
"1123",2,"Bunazaka",390,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,73.8,63.4
"1124",2,"Bunazaka",391,"ブナ",11.4,13.3,15.2,16.6,18.7,21.7,26.4,5,5,5,5,5,5,5,74.6,62
"1125",2,"Bunazaka",392,"ウワミズザクラ",11.8,12.7,13.2,13.8,14.5,15.6,16.5,5,5,4,4,5,5,3,76.8,63.6
"1126",2,"Bunazaka",393,"スギ",41.2,41.5,42.1,42.5,42.5,42.6,42.8,4,3,4,5,4,4,4,79.3,59.3
"1127",2,"Bunazaka",394,"スギ",56.2,57.2,58.4,59.8,60.7,62.6,64.6,4,4,4,5,4,5,4,79.6,59
"1128",2,"Bunazaka",395,"スギ",23.2,23.7,24.3,24.6,25.1,26.3,27.3,3,3,3,4,3,3,3,81.5,58.8
"1129",2,"Bunazaka",396,"スギ",20.1,21,21.8,22.4,23.1,23.8,25.1,3,3,3,3,4,3,3,89.2,60.7
"1130",2,"Bunazaka",397,"スギ",42.6,44.6,46.6,48.6,50.1,52.4,54.3,4,4,3,4,4,4,4,89.4,59
"1131",2,"Bunazaka",398,"スギ",18.3,18.4,18.5,18.6,18.4,18.4,18.6,3,3,2,3,3,3,3,90.5,59.1
"1132",2,"Bunazaka",399,"スギ",21.9,21.9,22.1,22.3,22,22,22.1,3,3,2,3,3,3,3,90.5,60.5
"1133",2,"Bunazaka",400,"スギ",70.8,71,71.3,72.1,72.8,73.6,75.4,3,3,3,4,4,4,4,92.5,59.8
"1134",2,"Bunazaka",401,"スギ",67,67.4,67.9,68.3,68.7,69.2,70.6,4,4,5,5,4,4,4,92.7,62.1
"1135",2,"Bunazaka",402,"スギ",56.6,57,57.4,58.2,58.2,59.1,60.5,4,4,4,4,3,4,4,94.3,62.1
"1136",2,"Bunazaka",403,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,98.8,60.7
"1137",2,"Bunazaka",404,"スギ",35.4,36.8,38.1,39,39.8,41.4,43.5,4,4,4,3,3,4,4,98.6,60.8
"1138",2,"Bunazaka",405,"キハダ",13.3,14.1,14.6,15.4,15.4,16,16.9,2,3,3,3,3,3,3,98.4,61
"1139",2,"Bunazaka",406,"スギ",24.6,27.5,28.7,29,29.8,31.1,33.2,3,4,4,3,4,4,4,99.1,61.4
"1140",2,"Bunazaka",407,"ウワミズザクラ",13.5,15.5,16.8,18.2,19.1,21.1,22.9,4,5,5,5,5,5,5,99.9,71.1
"1141",2,"Bunazaka",599,"ブナ",NA,NA,NA,NA,9.5,10.8,13.1,NA,NA,NA,NA,5,5,5,95.4,69.9
"1142",2,"Bunazaka",600,"ヤマモミジ",NA,NA,NA,NA,10.1,10.9,12,NA,NA,NA,NA,5,5,5,92.3,68.5
"1143",2,"Bunazaka",642,"ブナ",NA,NA,NA,NA,NA,8.8,9.3,NA,NA,NA,NA,NA,4,3,93.1,66.8
"1144",2,"Bunazaka",408,"スギ",36,36.9,37.8,38.8,39.5,40.9,43,4,4,4,4,4,4,4,91.9,66.1
"1145",2,"Bunazaka",409,"スギ",59.1,59.7,60.5,60.6,61.1,61.5,62.6,5,5,4,4,4,4,4,91.1,64.1
"1146",2,"Bunazaka",410,"スギ",10.9,11.2,NA,NA,NA,NA,NA,3,3,-1,-1,-1,-1,-1,89.1,65
"1147",2,"Bunazaka",411,"スギ",53.7,54.6,55.5,55.8,56.5,56.9,57.4,2,3,3,4,4,3,3,83.4,66.4
"1148",2,"Bunazaka",412,"キハダ",22,22.3,22.7,22.7,20.5,20.3,20.3,2,2,2,2,0,0,0,79.8,65.3
"1149",2,"Bunazaka",413,"スギ",57,56.9,58.6,60,61,62.4,64.3,2,3,3,4,3,4,3,78.9,65.9
"1150",2,"Bunazaka",414,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,77,70.1
"1151",2,"Bunazaka",415,"ウワミズザクラ",10.8,11.9,12.8,13.4,13.8,14.2,14.4,3,5,5,5,5,5,4,76.2,68.7
"1152",2,"Bunazaka",601,"ウリハダカエデ",NA,NA,NA,10.2,11,11.8,12.4,NA,NA,NA,4,5,4,4,76,67.6
"1153",2,"Bunazaka",677,"ブナ",NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,5,69.8,66.7
"1154",2,"Bunazaka",416,"スギ",18,19.4,20.4,21.4,22.4,23.3,24.3,3,4,4,5,4,3,3,71.4,67.8
"1155",2,"Bunazaka",417,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,73.1,68.6
"1156",2,"Bunazaka",602,"ブナ",NA,NA,NA,NA,9.7,11.4,13.9,NA,NA,NA,NA,5,5,4,72,69.2
"1157",2,"Bunazaka",603,"ミズキ",NA,NA,NA,9.8,9.9,9.9,9.8,NA,NA,NA,4,4,4,0,66.7,69.3
"1158",2,"Bunazaka",418,"スギ",13.1,14.1,NA,NA,NA,NA,NA,2,2,-1,-1,-1,-1,-1,70.4,74.9
"1159",2,"Bunazaka",419,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,73.2,73.5
"1160",2,"Bunazaka",420,"ホオノキ",11.2,13,14.5,15.5,16.9,18.7,20,5,5,5,5,5,5,4,74.2,75.3
"1161",2,"Bunazaka",421,"スギ",18.2,19.7,20.9,21.1,NA,NA,NA,2,2,2,2,-1,-1,-1,74.1,71.4
"1162",2,"Bunazaka",422,"ブナ",11.1,13.5,15.4,17.1,19.7,23.6,29.1,5,5,4,4,5,5,5,75.7,71.3
"1163",2,"Bunazaka",604,"ハリギリ",NA,NA,NA,9.4,9.6,9.8,10.2,NA,NA,NA,4,4,4,4,78.8,75.2
"1164",2,"Bunazaka",423,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,81.6,71.9
"1165",2,"Bunazaka",424,"スギ",10.6,11,12.3,12.3,12.8,13.8,14.9,3,3,3,4,3,3,3,82.7,69.4
"1166",2,"Bunazaka",425,"ウワミズザクラ",10.9,11.7,11.8,12,12,12.1,11.8,4,3,3,3,3,3,0,87,68.4
"1167",2,"Bunazaka",605,"ウワミズザクラ",NA,NA,NA,NA,9.4,9.4,9.6,NA,NA,NA,NA,4,3,2,87,68.4
"1168",2,"Bunazaka",426,"スギ",13.5,14.9,15.9,16.9,17.9,18.9,21.1,4,3,3,4,4,4,4,87.2,76.5
"1169",2,"Bunazaka",427,"スギ",11,11.4,11.5,NA,NA,NA,NA,3,2,1,-1,-1,-1,-1,90.3,75.4
"1170",2,"Bunazaka",428,"ウワミズザクラ",10.1,11.8,13.3,14.3,15.2,16.1,16.8,5,5,5,5,5,5,4,91.9,76.4
"1171",2,"Bunazaka",606,"ホオノキ",10.7,12.4,13.8,15.2,16.6,18,19.6,5,5,5,5,5,5,5,93.7,72.8
"1172",2,"Bunazaka",429,"スギ",12.8,13.8,14.4,15.3,15.6,16.2,17.4,3,3,3,4,5,4,4,95.2,74.5
"1173",2,"Bunazaka",607,"スギ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,96.2,74.3
"1174",2,"Bunazaka",430,"ウワミズザクラ",11.7,13.6,15.5,16.9,18.5,20.2,22.7,4,4,4,4,5,5,5,95.3,77.5
"1175",2,"Bunazaka",431,"ウワミズザクラ",11.5,12.9,14.1,15,15.8,17.2,19,4,5,5,5,4,4,4,95,78
"1176",2,"Bunazaka",432,"ホオノキ",12.2,14.1,15.5,16.5,17.9,19.2,20.7,4,4,5,5,5,5,5,95.3,79
"1177",2,"Bunazaka",608,"ウワミズザクラ",10.4,10.8,11.1,11.4,11.7,12.3,12.7,5,5,5,5,4,5,5,101.2,75.3
"1178",2,"Bunazaka",609,"ウリハダカエデ",10.1,10.3,10.5,10.7,10.9,11.3,11.4,5,5,5,5,5,4,4,99.1,78
"1179",2,"Bunazaka",433,"スギ",52.2,53.5,54.6,53.2,51.6,52.3,52.8,1,1,1,2,3,2,2,99.4,84.7
"1180",2,"Bunazaka",610,"ホオノキ",NA,NA,NA,NA,9.1,9.2,9.2,NA,NA,NA,NA,5,4,0,98.4,83.9
"1181",2,"Bunazaka",434,"スギ",69.6,71.5,72.9,74.1,74.8,76.6,78.7,4,3,4,5,5,5,5,91.1,82.9
"1182",2,"Bunazaka",435,"スギ",66.6,66.7,67.8,68.2,68.9,70.4,72.2,5,3,4,5,5,5,5,91,81.2
"1183",2,"Bunazaka",611,"ホオノキ",10.4,11,11.4,11.9,12.3,12.9,13.7,5,5,5,5,5,4,4,91.6,80.1
"1184",2,"Bunazaka",436,"スギ",71.5,73.1,75.2,75.8,76.5,78.2,80.2,5,4,5,4,5,5,5,86,83.3
"1185",2,"Bunazaka",437,"ミズキ",16,16.1,16.1,15.2,15.2,NA,NA,3,2,1,0,0,-1,-1,85.5,82.8
"1186",2,"Bunazaka",612,"スギ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,85.6,81.6
"1187",2,"Bunazaka",438,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,82.4,80.1
"1188",2,"Bunazaka",439,"スギ",54.1,56,57.1,57.9,58.6,59.9,61.9,5,4,4,4,4,4,4,82,80.4
"1189",2,"Bunazaka",440,"スギ",41.2,41.5,41.5,42,41.5,41.9,42.4,4,3,3,3,4,4,3,80.9,80.6
"1190",2,"Bunazaka",643,"スギ",51.9,53.7,55.4,57.1,58.4,60.1,60.9,3,3,3,3,3,3,3,80.2,82.2
"1191",2,"Bunazaka",441,"ブナ",11.8,13.6,15.2,17,19,21.8,24.9,5,5,5,5,5,5,5,81.1,76.3
"1192",2,"Bunazaka",442,"スギ",42,43.4,44.8,45.8,46.8,47.8,49.9,4,3,3,4,4,4,4,77.5,79.7
"1193",2,"Bunazaka",443,"スギ",29.1,29.4,29.8,29.7,29.7,29.9,30.2,3,2,3,4,3,3,3,77.2,79.4
"1194",2,"Bunazaka",444,"スギ",53.7,55.3,57.2,58.5,60.1,61.7,63.9,3,4,3,4,4,4,4,76.9,80.1
"1195",2,"Bunazaka",445,"スギ",50.1,51.9,53.6,55.1,56,57.5,59.6,3,4,3,3,3,4,4,77,81.3
"1196",2,"Bunazaka",446,"スギ",51.2,53,55.3,58.5,60.4,62.7,66.6,4,4,3,3,4,4,4,75.3,81.4
"1197",2,"Bunazaka",644,"ホオノキ",NA,NA,NA,NA,NA,8,9.4,NA,NA,NA,NA,NA,5,5,76.2,84.7
"1198",2,"Bunazaka",613,"ウワミズザクラ",NA,NA,NA,NA,9,9.6,10,NA,NA,NA,NA,5,4,3,78.8,84.7
"1199",2,"Bunazaka",614,"ウワミズザクラ",NA,NA,NA,9.6,9.6,9.5,9.6,NA,NA,NA,3,2,2,0,83.2,87.7
"1200",2,"Bunazaka",615,"ウワミズザクラ",NA,NA,NA,NA,9.7,10.5,10.5,NA,NA,NA,NA,5,5,1,83.2,87.7
"1201",2,"Bunazaka",645,"ウリハダカエデ",NA,NA,NA,NA,NA,9.3,10.8,NA,NA,NA,NA,NA,4,4,72.6,90.2
"1202",2,"Bunazaka",447,"スギ",12.4,13,13,14.4,15.2,15.5,16.2,4,2,3,4,4,4,3,76.9,91.7
"1203",2,"Bunazaka",448,"ウワミズザクラ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,77.6,92.7
"1204",2,"Bunazaka",449,"ホオノキ",12.1,13.3,14.3,15.1,15.9,16.3,16.5,4,4,4,5,5,5,4,80.8,91.9
"1205",2,"Bunazaka",450,"スギ",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,83.8,92.7
"1206",2,"Bunazaka",451,"スギ",13.3,13.4,NA,NA,NA,NA,NA,4,2,-1,-1,-1,-1,-1,86.5,95.7
"1207",2,"Bunazaka",616,"ウリハダカエデ",NA,NA,NA,NA,10.5,11.6,12.9,NA,NA,NA,NA,5,5,5,87.3,91.1
"1208",2,"Bunazaka",452,"ブナ",13,15.1,17,18.5,20.6,23.6,26.9,4,4,4,5,5,5,5,89.3,91.3
"1209",2,"Bunazaka",453,"スギ",49.5,50.2,51,51.8,51.7,52.8,53.6,3,4,3,4,5,4,4,89.8,90.8
"1210",2,"Bunazaka",454,"スギ",71,72.9,73.8,74.9,75.4,76.2,77.8,3,4,4,5,5,5,5,91,90
"1211",2,"Bunazaka",455,"スギ",47.5,48.6,49.6,50.2,51.2,53,56.2,2,1,1,4,5,4,4,90.8,88.4
"1633",4,"Kaminokodaira",1,"スギ",18.2,19.3,20.4,21.4,22.4,24.4,26.6,5,5,5,5,5,5,4,3.21728,0.870676
"1634",4,"Kaminokodaira",2,"スギ",23,21.9,22.2,22.4,22.5,20.3,16.4,0,0,0,0,0,0,0,5.35523,0.271259
"1635",4,"Kaminokodaira",461,"クロベ",NA,NA,NA,10,10.4,10.6,10.5,NA,NA,NA,4,5,5,5,2.31728,2.990676
"1637",4,"Kaminokodaira",878,"コシアブラ",NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,3,3.45684767792617,4.23927603076865
"1638",4,"Kaminokodaira",462,"スギ",NA,NA,NA,9.8,10.6,10.5,11.6,NA,NA,NA,4,4,5,4,2.86728,4.350676
"1639",4,"Kaminokodaira",3,"スギ",56.6,58.8,60.1,61.1,63.1,65,68.5,4,4,5,5,5,5,5,10.2078,4.38598
"1640",4,"Kaminokodaira",4,"キタゴヨウ",50.7,52,53.7,54.6,56.5,58.8,61.8,4,5,5,5,5,5,5,3.54119,8.10557
"1641",4,"Kaminokodaira",678,"スギ",NA,NA,10.5,11.1,11.8,12.9,14.4,NA,NA,4,4,4,5,4,0.11119,5.67557
"1643",4,"Kaminokodaira",879,"スギ",NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,4,8.2849669429138,11.7590385467407
"1644",4,"Kaminokodaira",6,"スギ",46.3,47.8,49.5,50.6,52.3,54.5,57.5,4,5,5,5,5,5,5,8.42465,11.6159
"1645",4,"Kaminokodaira",7,"スギ",38.5,39,39.6,40.2,41,41.1,43,4,4,3,4,4,4,4,9.69888,8.90306
"1646",4,"Kaminokodaira",8,"キタゴヨウ",27,27.3,27.1,27.9,28.4,28.8,29.5,3,3,4,4,4,4,4,10.0016,7.68804
"1647",4,"Kaminokodaira",679,"ハウチワカエデ",NA,NA,NA,NA,9.6,9.9,10.3,NA,NA,NA,NA,4,5,4,11.9487,8.05863
"1648",4,"Kaminokodaira",880,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,4,13.0589098130321,9.15718951143871
"1649",4,"Kaminokodaira",881,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,3,13.0589098130321,9.15718951143871
"1650",4,"Kaminokodaira",11,"キタゴヨウ",50.5,51.7,52.6,53.3,54.3,56.8,57.3,5,5,5,5,4,5,5,11.9687,9.65863
"1651",4,"Kaminokodaira",12,"スギ",17,16.7,17,17.2,17.4,17.3,17.3,2,2,2,3,3,2,2,8.2584,15.8852
"1652",4,"Kaminokodaira",13,"スギ",43.3,44.2,45.9,47.4,49.4,51.1,53.8,4,4,4,5,5,5,4,12.4584,15.8452
"1653",4,"Kaminokodaira",14,"キタゴヨウ",56.2,56.4,56.5,56,56,56.1,56.5,3,3,3,2,2,2,2,14.8908,18.2148
"1654",4,"Kaminokodaira",882,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,4,12.6743544000118,13.3637907303281
"1655",4,"Kaminokodaira",16,"スギ",58,60,61.3,62.5,64.5,66,69.2,5,5,5,5,5,5,5,17.5321,12.1796
